Building Name,Street Address,City,State,Postal,Country,MSA Name,Latitude,Longitude,Elevation,Serving Wire Center CLLI,Building CLLI,Network Build Status,Building Connection Status,Building Category,NPA,NXX,LATA,Demarc Code,Fiber Ownership,Access Medium,Install Interval,Supplier Name,Access Customer Name,Access Floor,Access Room,Ethernet Handoff Type,Minimum Circuit Level,Minimum Quantity to Accept an Order,Special Construction Cost,Customer Unique Key,CB Building Key,Transaction Indicator,Primary NNI Location,Secondary NNI Location,Primary Number,Street Predirection,Street Name,Street Postdirection,Street Suffix,Secondary Designator,Secondary Number,Extra Secondary Designator,Extra Secondary Number,Plus4 Code,Conformed State,Conformed City,Building Notes,Distance Band,LOS Distance 1 Path,LOS Distance 2 Path,ROW Distance 1 Path,ROW Distance 2 Path,LOS Distance 1 Access Point,LOS Distance 2 Access Point,ROW Distance 1 Access Point,ROW Distance 2 Access Point,Comcast Pricing Zone,Indatel Pricing Zone,CenturyLink Pricing Zone,Sprint Pricing Zone,Verizon Pricing Zone,AT&T Pricing Zone,Building Competitive Rating,AT&T Serving Node CLLI,AT&T Unique Key,Pricing Zone,Pricing Type,Wavelength Handoff Type,Wave Zone,Wave Install Interval,Custom Pricing Zone,Lateral Distance,OSP Construction Estimate,OSP Cost per Foot,OSP Cost Zone,Telco_Spend,Tenant_Count,FBL Market ID,MRTL,Territory ID,Pricing Tool,Minimum Contract Value,TCVR,Base Zone,Tenant Band,Telco Spend Band,Active Status,SFDC Access Level,Wave MCV,Mkt-Prof 1,Program Engineering Boundary,Program SWC,MOVAw,MOVAe,Investment Building Eligible,Bundle Tier,SFDC Building Type,Dish Route,Dish 2020,CPQ Ethernet Zone,DASH Eligibility,MKT Rate EVPL 5000,ENNI Eligibility,EPE Approval Code,SWC Status,QM Last Run Date,QM MNO Target,MNO-A ID,MNO-T ID,Dark MCV,MNO-V ID,FRDF Eligible,MDFNp Eligible,FNI,MNO Target,QM FCC ID,SFDC LLOC,FBL Node,FBL Market,FBL Level 6 Demarcs,Texas Express Node,CoStar ID,SFDC Status,SFDC On Off Net,SFDC Building Category 1,SFDC Building Category 2,SFDC Market,SFDC Active Date,SFDC Building Name,SFDC Location Long ID,SFDC Location ID,SFDC Entrance Type,DISH Site ID,TMO Site ID,Sprint Site Id,Verizon Site ID,ATT Site ID,SFDC Building Type.1,NPA- NXX,Ethernet Zone,Horizontal Coordinate,Vertical Coordinate,Protection Type,Handoff Pricing,Diversity Type,Tenant Count,Building Sq Footage,Building Floors,Property Type,Address Status,id,Barriers,Modified Date,Modified By,Status,UniqueID,geometry,Distances_from_splice,Distances_from_path
24048 Lenah Rd,24048 Lenah Rd,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.952652,-77.579927,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24048,,Lenah,,Rd,,,,,,,,No,0 - 500 feet,73.0,,202.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178,,,,delta_new,286,POINT (-77.579927 38.952652),6.51335128717102e-15,0.0
22925 Ladbrook Dr,22925 Ladbrook Dr,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.978223,-77.484005,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,22925,,Ladbrook,,Dr,,,,,,,,No,0 - 500 feet,47.0,,179.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181,,,,delta_new,287,POINT (-77.484005 38.978223),7.105427357601002e-15,1.4210854715202004e-14
24716 Hutchinson Farm Dr,24716 Hutchinson Farm Dr,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.98972,-77.46599,,HRNDVASTDS0,,Not Connected,Near Net,Commercial Building,703.0,265.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24716,,Hutchinson Farm,,Dr,,,,,,,,No,501 - 1000 feet,37.0,,559.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183,,,,delta_new,288,POINT (-77.46599 38.98972),0.0,0.0
3857A Dulles South Ct,3857A Dulles South Ct,Chantilly,VA,20151,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.910288,-77.469405,,CNVIVACTDS0,,Not Connected,Near Net,Commercial Building,703.0,222.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,3857A,,Dulles South,,Ct,,,,,,,,No,0 - 500 feet,124.0,,461.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,,,,delta_new,289,POINT (-77.469405 38.910288),0.0,0.0
22180 Highview Trail Pl,22180 Highview Trail Pl,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.002067,-77.520879,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,22180,,Highview Trail,,Pl,,,,,,,,No,0 - 500 feet,174.0,,303.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189,,,,delta_new,290,POINT (-77.520879 39.002067),1.5888218580782548e-14,0.0
41755 John Mosby Hwy,41755 John Mosby Hwy,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.944714,-77.558977,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,41755,,John Mosby,,Hwy,,,,,,,,No,0 - 500 feet,174.0,,248.0,,,,IAD06 - IAD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,,,,delta_new,291,POINT (-77.558977 38.944714),1.3251763897058041e-14,1.4210854715202004e-14
22517 Maison Carree Sq,22517 Maison Carree Sq,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.993943,-77.48788,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,22517,,Maison Carree,,Sq,,,,,,,,No,1001 - 1500 feet,168.0,,1175.0,,,,3-way junction - BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192,,,,delta_new,292,POINT (-77.48788 38.993943),0.0,0.0
24946 Gum Spring Rd,24946 Gum Spring Rd,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.93027,-77.54131,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24946,,Gum Spring,,Rd,,,,,,,,No,501 - 1000 feet,163.0,,635.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194,,,,delta_new,293,POINT (-77.54131 38.93027),1.4210854715202004e-14,6.230221381720128e-15
25040 Gum Spring Rd,25040 Gum Spring Rd,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.92777,-77.542883,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,25040,,Gum Spring,,Rd,,,,,,,,No,501 - 1000 feet,161.0,,604.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197,,,,delta_new,294,POINT (-77.542883 38.92777),0.0,6.7124812905224345e-15
43290 Old Ox Rd,43290 Old Ox Rd,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.958524,-77.505219,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,43290,,Old Ox,,Rd,,,,,,,,No,1001 - 1500 feet,126.0,,1386.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199,,,,delta_new,295,POINT (-77.505219 38.958524),1.3069327568015536e-14,1.5888218580782548e-14
23711 Overland Dr,23711 Overland Dr,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.961331,-77.503063,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,23711,,Overland,,Dr,,,,,,,,No,0 - 500 feet,141.0,,445.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205,,,,delta_new,296,POINT (-77.503063 38.961331),0.0,0.0
42931 Tealbriar Pl,42931 Tealbriar Pl,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.004074,-77.516924,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42931,,Tealbriar,,Pl,,,,,,,,No,1001 - 1500 feet,139.0,,1274.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206,,,,delta_new,297,POINT (-77.516924 39.004074),0.0,2.211966073403462e-15
43673A John Mosby Hwy,43673A John Mosby Hwy,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.918355,-77.492309,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,43673A,,John Mosby,,Hwy,,,,,,,,No,501 - 1000 feet,260.0,,636.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214,,,,delta_new,298,POINT (-77.492309 38.918355),0.0,1.583089016107462e-14
42997 Kennerly Ter,42997 Kennerly Ter,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.005462,-77.514701,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42997,,Kennerly,,Ter,,,,,,,,No,501 - 1000 feet,372.0,,729.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,,,,delta_new,299,POINT (-77.514701 39.005462),7.105427357601002e-15,1.4210854715202004e-14
24089 Lenah Ridge Pl,24089 Lenah Ridge Pl,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.951405,-77.573403,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24089,,Lenah Ridge,,Pl,,,,,,,,No,501 - 1000 feet,369.0,,594.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,,,,delta_new,300,POINT (-77.573403 38.951405),0.0,7.105427357601002e-15
42244 Providence Ridge Dr,42244 Providence Ridge Dr,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.928656,-77.541656,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42244,,Providence Ridge,,Dr,,,,,,,,No,501 - 1000 feet,369.0,,534.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,,,,delta_new,301,POINT (-77.541656 38.928656),0.0,1.1793394100026808e-14
42305 Autumn Ln,42305 Autumn Ln,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.930337,-77.540675,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42305,,Autumn,,Ln,,,,,,,,No,1501+ feet,358.0,,2006.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222,,,,delta_new,302,POINT (-77.540675 38.930337),1.4210854715202004e-14,7.426188638201616e-15
23540 Pebble Run Pl,23540 Pebble Run Pl,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.966482,-77.501436,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,23540,,Pebble Run,,Pl,,,,,,,,No,501 - 1000 feet,353.0,,793.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224,,,,delta_new,303,POINT (-77.501436 38.966482),0.0,0.0
23550 Pebble Run Pl,23550 Pebble Run Pl,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.966217,-77.500827,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,23550,,Pebble Run,,Pl,,,,,,,,No,501 - 1000 feet,373.0,,734.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226,,,,delta_new,304,POINT (-77.500827 38.966217),0.0,0.0
24955 Calcite Pl,24955 Calcite Pl,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.926441,-77.544834,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24955,,Calcite,,Pl,,,,,,,,No,1501+ feet,345.0,,2221.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231,,,,delta_new,305,POINT (-77.544834 38.926441),1.4210854715202004e-14,0.0
42992 Kennerly Ter,42992 Kennerly Ter,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.005815,-77.514548,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42992,,Kennerly,,Ter,,,,,,,,No,501 - 1000 feet,337.0,,741.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,,,,delta_new,306,POINT (-77.514548 39.005815),7.105427357601002e-15,0.0
42278 Palladian Blue Ter,42278 Palladian Blue Ter,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.964937,-77.540305,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42278,,Palladian Blue,,Ter,,,,,,,,No,501 - 1000 feet,333.0,,610.0,,,,3-way junction - BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237,,,,delta_new,307,POINT (-77.540305 38.964937),4.356147341363793e-15,1.4210854715202004e-14
42265 Lancaster Woods Sq,42265 Lancaster Woods Sq,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.929544,-77.541167,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42265,,Lancaster Woods,,Sq,,,,,,,,No,1501+ feet,328.0,,2271.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,,,,delta_new,308,POINT (-77.541167 38.929544),1.4210854715202004e-14,0.0
42998 Rosemount Woods Ter,42998 Rosemount Woods Ter,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.969438,-77.514926,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42998,,Rosemount Woods,,Ter,,,,,,,,No,1001 - 1500 feet,373.0,,1051.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241,,,,delta_new,309,POINT (-77.514926 38.969438),0.0,0.0
42700 Macauley Pl,42700 Macauley Pl,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.002451,-77.524934,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42700,,Macauley,,Pl,,,,,,,,No,501 - 1000 feet,403.0,,726.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245,,,,delta_new,310,POINT (-77.524934 39.002451),0.0,1.5888218580782548e-14
43172 Ashley Heights Cir,43172 Ashley Heights Cir,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.97134,-77.516716,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,43172,,Ashley Heights,,Cir,,,,,,,,No,1501+ feet,398.0,,1856.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248,,,,delta_new,311,POINT (-77.516716 38.97134),0.0,7.105427357601002e-15
43020 Addlestone Pl,43020 Addlestone Pl,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.980706,-77.514301,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,43020,,Addlestone,,Pl,,,,,,,,No,1001 - 1500 feet,387.0,,1285.0,,,,3-way junction - BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251,,,,delta_new,312,POINT (-77.514301 38.980706),0.0,0.0
42920 Center St,42920 Center St,Chantilly,VA,20152,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.91459,-77.52016,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42920,,Center,,St,,,,,,,,No,0 - 500 feet,387.0,,460.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,,,,delta_new,313,POINT (-77.52016 38.91459),1.4210854715202004e-14,7.105427357601002e-15
23280 Rogerdale Pl,23280 Rogerdale Pl,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.975387,-77.492031,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,23280,,Rogerdale,,Pl,,,,,,,,No,1001 - 1500 feet,385.0,,1485.0,,,,IAD06 to BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253,,,,delta_new,314,POINT (-77.492031 38.975387),0.0,0.0
42878 Bittner Sq,42878 Bittner Sq,Ashburn,VA,20148,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.000726,-77.518573,,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,42878,,Bittner,,Sq,,,,,,,,No,1001 - 1500 feet,384.0,,1190.0,,,,3-way junction - BL20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255,,,,delta_new,315,POINT (-77.518573 39.000726),7.105427357601002e-15,7.105427357601002e-15
24556 Medical Dr,24556 Medical Dr,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.939124,-77.540433,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24556,,Medical,,Dr,,,,,,,,No,501 - 1000 feet,383.0,,722.0,,,,3-way junction - IAD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256,,,,delta_new,316,POINT (-77.540433 38.939124),1.5888218580782548e-14,0.0
24558 Medical Dr,24558 Medical Dr,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.939073,-77.540311,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24558,,Medical,,Dr,,,,,,,,No,501 - 1000 feet,383.0,,799.0,,,,3-way junction - IAD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258,,,,delta_new,317,POINT (-77.540311 38.939073),1.5888218580782548e-14,1.3992991855798757e-15
24560 Medical Dr,24560 Medical Dr,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.939019,-77.540191,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,24560,,Medical,,Dr,,,,,,,,No,501 - 1000 feet,381.0,,875.0,,,,3-way junction - IAD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,,,,delta_new,318,POINT (-77.540191 38.939019),1.5888218580782548e-14,0.0
41668 Truly Cir,41668 Truly Cir,Aldie,VA,20105,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.930219,-77.562118,,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,41668,,Truly,,Cir,,,,,,,,No,1501+ feet,377.0,,2345.0,,,,IAD06 - IAD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263,,,,delta_new,319,POINT (-77.562118 38.930219),0.0,0.0
25195 Evergreen Mills Rd,25195 Evergreen Mills Rd,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.943693,-77.521179,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,25195,,Evergreen Mills,,Rd,,,,,,,,No,501 - 1000 feet,734.0,,955.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268,,,,delta_new,320,POINT (-77.521179 38.943693),4.2725802015910035e-16,0.0
23714 Overland Dr,23714 Overland Dr,Sterling,VA,20166,USA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.960987,-77.501704,,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,,Fiber,,FIBERLIGHT LLC,,,,,,,,,,N,,,23714,,Overland,,Dr,,,,,,,,No,0 - 500 feet,284.0,,481.0,,,,IAD06 - IAD21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273,,,,delta_new,321,POINT (-77.501704 38.960987),0.0,4.8007975929160234e-15
